siblings,height07,height16,height33,gwage33,momed,daded,LogWage33,female
3,47.007847,,69.685036,8,,,2.0794415,0
5,44.999985,62.20472,65.354332,6.2459998,9.5,9.5,1.8319412,0
3,44.015713,,62.992126,3.8636363,9.5,9.5,1.3516088,0
5,49.015743,68.110222,69.291336,8.7219515,10.5,10.5,2.165843,0
2,44.999985,59.842499,61.023621,5.25,9.5,9.5,1.658228,1
,44.999985,61.811012,62.992126,2.4444444,,,.89381784,1
4,49.999981,68.110222,70.866142,7.5,10.5,9.5,2.0149031,0
9,45.984222,64.173195,65.354332,8.8815794,9.5,9.5,2.1839795,0
4,49.015743,66.535416,67.322838,9,10.5,11.5,2.1972246,0
3,47.992119,,64.960632,12,,,2.4849067,1
3,45.984222,59.842499,67.322838,10.285714,9.5,9.5,2.3307559,0
6,49.999981,63.385815,63.385826,3.0769231,9.5,10.5,1.1239301,1
4,,64.173195,70.078743,4.2857141,10.5,9.5,1.4552872,0
6,47.007847,65.354324,69.291336,8,9.5,,2.0794415,0
5,47.007847,65.747993,70.078743,7.870769,9.5,9.5,2.0631559,0
8,,64.566902,68.110237,5.9076924,10.5,10.5,1.7762552,0
2,45.984222,66.535416,68.503937,9.8378382,9.5,9.5,2.286236,0
2,47.007847,66.141708,68.110237,8.181818,9.5,10.5,2.1019144,0
2,,61.023594,61.811024,6.810811,10.5,9.5,1.9185112,1
,45.984222,,64.173225,5.7600002,,,1.7509375,1
,50.984219,,70.078743,5.5111113,,,1.7067662,0
,47.007847,,70.078743,5,,,1.6094379,0
3,49.015743,63.779522,63.779526,3.5999999,,,1.2809339,1
3,49.015743,69.68502,71.259842,6.6666665,15,19,1.89712,0
4,50.984219,69.68502,71.653542,4.0238094,9.5,9.5,1.3922291,0
6,47.992119,66.929123,68.110237,9.4736843,9.5,9.5,2.248518,0
3,49.015743,,66.929131,4.7481079,,,1.5577462,1
4,45.984222,62.992104,66.535431,3,10.5,10.5,1.0986123,0
4,,66.929123,67.322838,5.3846154,10.5,10.5,1.6835459,0
4,52.992115,67.3228,67.716537,7.25,9.5,12.5,1.9810015,1
5,50.984219,69.68502,70.078743,10,10.5,9.5,2.3025851,0
5,47.007847,,66.929131,3.2820513,,,1.1884686,0
5,44.999985,63.779522,66.929131,8.2105265,9.5,9.5,2.105417,0
3,49.015743,69.291313,72.047241,8.4499998,10.5,9.5,2.1341665,0
3,,,71.259842,5.9459457,10.5,19,1.7827096,0
4,47.007847,64.173195,67.716537,8,10.5,9.5,2.0794415,0
4,47.007847,64.960617,66.141731,3.6585367,,,1.2970632,0
5,49.015743,65.354324,69.685036,11.5,11.5,10.5,2.442347,0
3,47.992119,,69.291336,5.1428571,10.5,10.5,1.6376088,0
5,47.992119,64.173195,64.960632,2.3513513,13.5,,.85499018,1
5,49.999981,66.141708,67.716537,7.1153846,9.5,9.5,1.9622593,0
4,49.999981,67.716507,72.440948,12.162162,9.5,9.5,2.4983296,0
5,45.984222,59.842499,61.023621,7.4142857,12.5,10.5,2.0034087,1
4,47.007847,65.747993,67.716537,10.571428,9.5,9.5,2.358155,0
8,44.999985,,62.204723,4.4186049,10.5,10.5,1.485824,1
3,47.992119,64.960617,64.960632,5.7297297,9.5,9.5,1.7456683,1
11,,62.992104,62.992126,7,9.5,9.5,1.9459101,1
3,49.999981,67.716507,71.653542,5.2619047,10.5,9.5,1.660493,0
6,47.007847,61.811012,61.811024,4,9.5,9.5,1.3862944,1
6,49.015743,66.929123,69.291336,3.234375,9.5,9.5,1.1738358,0
3,47.992119,66.929123,70.078743,2.7636364,9.5,9.5,1.0165473,0
6,45.984222,64.960617,68.503937,2.5999999,13.5,11.5,.95551139,0
7,49.015743,,70.866142,6.5476189,9.5,9.5,1.8791014,0
4,49.999981,,70.866142,10.285714,13.5,13.5,2.3307559,0
,47.992119,64.566902,66.535431,5.4032431,9.5,9.5,1.6869993,1
8,45.984222,60.629921,61.023621,8,10.5,9.5,2.0794415,1
3,49.015743,68.503929,71.259842,7,10.5,10.5,1.9459101,0
3,45.984222,62.598392,64.566933,4.98,10.5,10.5,1.6054299,1
4,49.015743,,73.228348,10.910285,10.5,9.5,2.3897059,0
3,45.984222,,68.110237,5.375,9.5,9.5,1.6817585,0
,47.007847,62.598392,67.716537,5.0512819,9.5,9.5,1.619642,0
5,47.992119,64.566902,65.748032,2.625,10.5,10.5,.96508092,1
2,50.984219,66.141708,68.110237,5.5555553,9.5,9.5,1.7147983,1
3,47.007847,64.566902,70.078743,10.378378,10.5,12.5,2.3397245,0
6,45.984222,,60.236221,2.45,10.5,10.5,.89608806,1
6,49.015743,,68.110237,3.1282051,10.5,10.5,1.1404594,1
3,49.015743,62.20472,62.598427,4.2162161,10.5,9.5,1.438938,1
6,44.999985,64.960617,67.716537,4.9484534,10.5,9.5,1.5990751,0
3,47.992119,66.535416,69.291336,6,10.5,10.5,1.7917595,0
3,47.992119,63.385815,70.866142,3.8,11.5,9.5,1.3350011,0
,47.007847,66.141708,66.929131,13.513514,10.5,10.5,2.6036901,0
4,49.015743,65.747993,69.685036,6.5789475,10.5,9.5,1.8838748,0
5,45.984222,64.960617,67.322838,6.5263157,9.5,9.5,1.8758426,0
3,52.992115,65.354324,66.929131,8.4210529,9.5,9.5,2.1307349,1
,,74.015717,77.165352,82.909088,13.5,15,4.4177446,0
6,,67.3228,71.653542,6.1666665,10.5,9.5,1.8191584,0
4,,65.747993,66.929131,6.2399998,,,1.8309802,1
4,,61.811012,62.204723,4.8533335,9.5,13.5,1.5796658,1
5,44.015713,61.811012,63.779526,5,9.5,9.5,1.6094379,0
2,49.015743,64.960617,71.259842,3.6720002,,,1.3007365,0
,,,68.897636,4.1282053,,,1.4178427,
,47.007847,64.960617,65.748032,5.5,,,1.704748,0
5,44.015713,63.385815,66.535431,8,9.5,10.5,2.0794415,0
5,44.999985,60.23621,61.023621,4.3947368,9.5,9.5,1.4804076,1
5,,,63.385826,7.1351352,9.5,9.5,1.9650311,1
3,47.992119,71.259819,71.653542,9.375,10.5,10.5,2.2380466,0
3,49.999981,,68.897636,5.9459457,,,1.7827096,0
,47.007847,62.598392,62.992126,3.1290324,9.5,,1.1407238,1
3,47.992119,,66.141731,13.44,,,2.5982354,0
,54.015739,74.803131,77.559052,5.4000001,9.5,9.5,1.686399,0
2,45.984222,,66.141731,5.1282053,,,1.6347557,0
3,52.992115,74.803131,76.377953,7.7142859,9.5,9.5,2.0430739,0
4,47.007847,65.354324,68.110237,8.1081085,10.5,9.5,2.0928645,0
4,47.992119,62.598392,62.598427,6.2222223,11.5,9.5,1.8281271,1
6,47.992119,67.3228,70.866142,9.5555553,,,2.2571228,0
3,49.015743,65.747993,70.866142,7.5555553,9.5,11.5,2.0222831,0
3,47.007847,60.629921,61.417324,15.30207,10.5,10.5,2.727988,1
2,49.999981,67.716507,70.866142,4.909091,9.5,10.5,1.5910888,0
3,47.992119,,65.748032,6.5,,,1.8718022,1
3,49.015743,68.897636,69.291336,10.952381,9.5,10.5,2.3935568,0
5,50.984219,68.897636,73.228348,9.6000004,10.5,11.5,2.2617631,0
5,49.999981,64.960617,64.960632,6,13.5,13.5,1.7917595,1
3,49.015743,66.929123,69.291336,7.1794872,10.5,10.5,1.971228,0
,44.999985,,62.204723,9.166667,,,2.2155738,1
1,47.007847,,64.566933,6.8799996,,,1.9286186,1
5,47.007847,64.173195,64.566933,7.5641026,10.5,10.5,2.0234137,1
5,49.015743,69.68502,71.653542,15.148718,11.5,10.5,2.717916,0
4,49.015743,70.078728,72.047241,11.108571,9.5,10.5,2.407717,0
5,44.015713,,67.322838,13,10.5,10.5,2.5649493,0
5,45.984222,,69.291336,10.810811,,,2.3805466,0
5,47.992119,68.503929,69.685036,4,10.5,,1.3862944,0
3,49.015743,72.047241,72.834648,8.1081085,10.5,11.5,2.0928645,0
2,47.007847,65.747993,66.929131,6.1714287,10.5,10.5,1.8199303,0
1,50.984219,,68.110237,4.7105265,,,1.5497997,0
3,47.992119,68.110222,69.291336,11,,,2.3978953,0
,49.015743,65.747993,70.078743,7.1999998,10.5,9.5,1.974081,0
4,47.007847,67.3228,69.291336,12.266666,11.5,9.5,2.5068855,0
4,49.015743,67.716507,68.897636,4.3783784,10.5,8.5,1.4766784,0
3,47.992119,64.960617,64.960632,5.7600002,9.5,8.5,1.7509375,1
3,50.984219,66.141708,67.716537,9,17,9.5,2.1972246,1
4,,61.417301,62.992126,7.4324327,,10.5,2.0058532,1
5,49.015743,67.716507,68.897636,11.2,9.5,9.5,2.4159138,0
3,47.992119,65.354324,69.291336,3.8461537,10.5,10.5,1.3470737,0
2,47.992119,68.503929,69.685036,8.7567568,10.5,9.5,2.1698256,0
2,,71.259819,72.047241,10.2,12.5,8.5,2.3223877,0
3,,65.747993,66.141731,8.4324322,9.5,9.5,2.1320853,0
4,49.015743,68.897636,70.472443,5.7249999,9.5,9.5,1.7448425,0
5,45.984222,62.992104,64.173225,4.2461538,10.5,10.5,1.4460136,1
6,44.015713,61.811012,62.992126,5.3589745,9.5,9.5,1.6787726,0
5,49.999981,,66.535431,7.0588236,,,1.9542783,1
5,47.992119,67.3228,68.110237,7.2275004,10.5,9.5,1.9778932,0
,47.007847,,67.322838,2.6666667,,,.9808293,0
4,47.992119,66.535416,70.078743,4.2553191,9.5,9.5,1.4481697,0
5,49.015743,68.897636,71.259842,7.1052632,10.5,9.5,1.9608358,0
4,44.015713,62.20472,65.354332,2.6666667,10.5,10.5,.9808293,0
4,47.992119,64.960617,66.535431,6.1999998,10.5,9.5,1.8245493,0
8,49.015743,64.960617,66.141731,5.498919,9.5,9.5,1.7045516,1
4,49.015743,69.291313,70.866142,2.7777777,9.5,9.5,1.0216513,0
4,49.999981,68.897636,72.440948,4.0833335,10.5,10.5,1.4069136,0
4,47.992119,,66.535431,5.625,,,1.7272209,0
5,44.015713,61.811012,64.173225,7.2839999,10.5,9.5,1.9856801,0
4,47.007847,,70.472443,6.0526314,,,1.8004931,0
,44.999985,,63.385826,5.5,,,1.704748,1
4,47.007847,66.929123,70.866142,5.6999998,9.5,10.5,1.7404661,0
4,50.984219,70.866112,72.047241,4.8937502,,,1.5879589,0
5,47.992119,64.566902,69.291336,3.2857144,,,1.1895841,0
2,47.992119,67.3228,68.897636,4.1025643,10.5,9.5,1.4116123,0
3,49.015743,62.20472,63.779526,3.2631578,10.5,9.5,1.1826954,1
5,45.984222,61.811012,70.078743,4.2368422,9.5,9.5,1.4438182,0
,,,62.204723,11.65,11.5,10.5,2.4553061,1
6,45.984222,,64.173225,3.2571428,10.5,9.5,1.1808504,1
5,47.007847,65.747993,68.897636,7.1794872,,9.5,1.971228,0
4,50.984219,69.68502,73.228348,6.2857141,9.5,9.5,1.8382795,0
2,47.007847,66.929123,67.716537,8.2857141,,,2.1145329,0
6,45.984222,57.873989,61.417324,6.6205001,10.5,17,1.8901709,1
4,49.999981,68.110222,72.440948,9.0925713,11.5,13.5,2.2074578,0
4,,63.779522,72.834648,9.5238094,10.5,9.5,2.2537949,0
3,45.984222,59.448792,59.448818,7.3102708,9.5,9.5,1.9892803,1
,,64.173195,65.748032,8.4324322,10.5,,2.1320853,0
6,,65.747993,66.535431,7.7083335,10.5,10.5,2.0423021,0
4,,,69.685036,9.2857141,10.5,10.5,2.228477,0
3,49.015743,67.716507,70.078743,27.5,10.5,10.5,3.3141861,0
2,,65.747993,67.716537,5.6410255,,,1.7300659,0
3,47.992119,62.20472,62.992126,9.166667,10.5,10.5,2.2155738,1
3,45.984222,65.747993,68.503937,6.2307692,10.5,10.5,1.8294998,0
5,49.999981,67.3228,70.472443,8.6399994,10.5,10.5,2.1564026,0
,45.984222,,65.748032,7.2631578,,,1.9828147,0
3,52.007839,72.834625,74.803146,11.135715,9.5,10.5,2.4101574,0
4,44.015713,61.811012,65.354332,6.2399998,9.5,9.5,1.8309802,0
,,65.354324,66.535431,6.0631576,10.5,12.5,1.8022307,1
3,49.999981,66.535416,67.322838,2.6666667,10.5,10.5,.9808293,1
1,47.007847,65.747993,68.110237,6.8442855,9.5,9.5,1.9234141,0
1,49.999981,,65.354332,10.114285,11.5,,2.3139489,1
4,49.999981,69.68502,71.653542,10.227273,9.5,9.5,2.325058,0
5,49.015743,65.354324,65.748032,6.3513513,10.5,9.5,1.8486676,1
3,45.984222,59.842499,60.629921,2.4375,9.5,9.5,.89097291,1
4,49.015743,68.503929,70.866142,14.166667,9.5,9.5,2.6508918,0
5,47.992119,69.291313,71.259842,8.7959995,10.5,11.5,2.1742971,0
6,42.007851,57.873989,60.236221,11.25,10.5,9.5,2.4203682,1
3,49.999981,,65.354332,6.4103999,10.5,10.5,1.8579216,1
5,47.007847,62.598392,67.322838,5.1538463,,,1.6397433,0
2,49.015743,70.472443,72.047241,4.75,9.5,9.5,1.5581446,0
3,47.007847,66.141708,68.897636,7.5,9.5,9.5,2.0149031,0
4,44.015713,63.385815,64.566933,7.7837839,10.5,9.5,2.0520425,0
4,49.015743,67.3228,72.834648,74.400002,11.5,9.5,4.3094559,0
3,47.007847,64.173195,72.047241,6.336,10.5,12.5,1.8462477,0
6,49.015743,68.503929,73.228348,8,19,19,2.0794415,0
4,47.992119,63.779522,64.566933,3.9473684,11.5,11.5,1.3730491,1
4,44.999985,64.173195,66.141731,6.8421054,9.5,9.5,1.9230955,1
4,50.984219,67.716507,70.866142,8.1578951,8.5,9.5,2.0989861,0
3,47.992119,67.3228,68.897636,11.707317,10.5,10.5,2.4602141,0
,47.992119,,65.354332,9.7777777,,,2.2801123,1
3,44.015713,61.811012,62.204723,3.5384614,9.5,9.5,1.263692,1
5,50.984219,,75.984253,12.888889,,,2.5563657,0
6,42.007851,59.842499,59.842518,3.6363637,10.5,10.5,1.2909842,1
3,47.992119,64.960617,65.748032,154.10527,,,5.0376358,1
2,49.015743,61.811012,63.385826,9.189189,12.5,,2.2180276,1
3,47.992119,66.929123,67.322838,9.7368422,9.5,9.5,2.2759168,0
2,42.992088,57.873989,59.842518,8.1599998,10.5,9.5,2.0992441,1
6,45.984222,64.566902,66.535431,5.189189,11.5,10.5,1.6465774,0
2,47.992119,66.929123,72.047241,9.333333,,,2.2335923,0
2,44.999985,64.960617,67.716537,9.9921951,9.5,9.5,2.3018043,0
3,47.007847,62.598392,67.716537,6.4102564,9.5,9.5,1.8578993,0
3,50.984219,72.047241,74.409447,6.5,10.5,9.5,1.8718022,0
7,47.992119,68.110222,71.653542,6.1224489,9.5,9.5,1.8119621,0
3,49.999981,,74.015747,8,,,2.0794415,0
3,49.015743,67.716507,68.897636,10.157895,10.5,10.5,2.3182511,0
5,49.015743,64.173195,65.354332,6,19,19,1.7917595,1
,49.015743,64.960617,64.960632,10.5,10.5,10.5,2.3513753,1
7,49.999981,72.44091,75.984253,9.6000004,9.5,9.5,2.2617631,0
4,49.999981,66.929123,67.322838,9.189189,11.5,17,2.2180276,0
4,45.984222,65.354324,66.929131,10.666667,9.5,9.5,2.3671236,0
6,47.992119,66.929123,70.866142,5.4166665,9.5,9.5,1.6894805,0
3,47.007847,61.811012,62.992126,7.9459457,9.5,9.5,2.0726619,1
5,45.984222,61.811012,62.598427,6.5789475,10.5,9.5,1.8838748,1
4,52.992115,67.716507,73.622047,5.4166665,11.5,9.5,1.6894805,0
3,50.984219,64.960617,66.141731,4.0735135,9.5,9.5,1.4045058,1
3,47.992119,,71.259842,11.52,,,2.4440846,0
4,50.984219,67.716507,72.047241,2.7,9.5,9.5,.9932518,0
3,47.992119,64.960617,66.141731,7.3142858,10.5,10.5,1.9898294,1
4,47.992119,70.078728,72.834648,11.555555,11.5,11.5,2.4471662,0
3,49.999981,69.291313,70.078743,6.25,,,1.8325815,1
3,49.015743,,71.259842,12.4,,,2.5176964,0
5,45.984222,64.960617,65.748032,5.1351352,9.5,9.5,1.6361061,1
5,45.984222,59.842499,60.236221,7.5,10.5,19,2.0149031,1
3,45.984222,61.417301,64.566933,3.3,13.5,9.5,1.1939224,0
3,47.992119,64.566902,65.748032,9.4285717,10.5,9.5,2.2437446,1
3,47.992119,69.68502,72.834648,8.0952377,9.5,9.5,2.0912759,0
4,,70.078728,72.440948,11.5,13.5,19,2.442347,0
3,49.999981,66.141708,66.141731,5.7446809,11.5,9.5,1.7482743,1
1,44.015713,,64.960632,4.1119046,,,1.4138863,0
,,,74.015747,3.3333333,,,1.2039728,0
3,44.999985,61.811012,62.204723,4.8959999,9.5,10.5,1.5884185,1
3,47.992119,61.417301,61.811024,5.371892,9.5,9.5,1.6811801,1
8,45.984222,64.960617,70.866142,5.2222223,9.5,10.5,1.652923,0
5,47.992119,68.897636,69.291336,60,9.5,9.5,4.0943446,0
3,49.015743,,72.440948,4.3333335,,,1.4663371,0
3,49.015743,66.141708,68.897636,3.9852631,,10.5,1.3826033,0
,,64.960617,65.748032,5.6666665,10.5,8.5,1.734601,1
3,45.984222,64.173195,68.897636,12,12.5,9.5,2.4849067,0
3,47.992119,,68.897636,6.7272725,,,1.9061698,0
2,45.984222,66.141708,70.078743,5.8378377,9.5,9.5,1.7643604,0
3,,61.023594,66.929131,5.8974357,9.5,9.5,1.7745177,0
5,49.015743,66.535416,70.866142,7.4000001,11.5,9.5,2.0014801,0
5,49.999981,65.354324,65.354332,4.5714288,10.5,15,1.5198258,1
4,44.999985,61.023594,65.748032,4.4444447,9.5,9.5,1.4916549,0
7,47.992119,66.929123,70.866142,5.6410255,9.5,9.5,1.7300659,0
3,47.992119,67.3228,70.078743,5.0926318,9.5,9.5,1.6277947,0
4,50.984219,70.078728,72.047241,7.5,9.5,9.5,2.0149031,0
6,45.984222,64.566902,67.716537,6.5,9.5,9.5,1.8718022,0
,,63.779522,66.929131,12.571428,6,13.5,2.5314267,0
,47.007847,,63.779526,6.8682046,9.5,9.5,1.9269028,1
4,47.007847,68.503929,70.472443,3.6666667,9.5,12.5,1.299283,0
5,47.992119,67.716507,70.472443,5.7142859,9.5,9.5,1.7429693,0
3,42.992088,,64.566933,3.0128205,9.5,9.5,1.1028767,0
7,,,70.078743,7.6086955,11.5,9.5,2.0292916,0
,,,62.992126,2.9375,,,1.0775589,1
10,44.015713,61.023594,64.566933,7.6315789,9.5,9.5,2.0322948,0
7,44.999985,,62.204723,3.1783783,,,1.1563711,1
8,45.984222,66.929123,70.866142,10.461538,9.5,9.5,2.3477056,0
4,49.015743,,64.566933,6.6360002,,,1.8925093,1
,47.007847,66.535416,68.897636,11,11.5,12.5,2.3978953,0
4,49.999981,,72.047241,13.896001,12.5,11.5,2.6316011,0
,,63.779522,67.716537,4.4000001,10.5,10.5,1.4816046,0
,49.015743,69.68502,72.047241,9.7777777,12.5,12.5,2.2801123,0
5,47.007847,,61.023621,3.4871795,9.5,9.5,1.2490933,1
3,47.992119,64.173195,65.748032,10.309999,9.5,11.5,2.3331141,1
4,47.007847,62.992104,64.960632,8.1081085,9.5,11.5,2.0928645,1
6,52.007839,66.535416,74.803146,5.8510637,10.5,10.5,1.7666235,0
5,44.999985,,61.023621,5.7777777,9.5,9.5,1.7540191,1
6,49.015743,,69.685036,6.2600002,,,1.8341802,0
6,,,68.897636,6.4102564,,,1.8578993,0
4,50.984219,,70.078743,11.5,,,2.442347,0
13,45.984222,,61.417324,3.891892,9.5,9.5,1.3588954,1
5,49.015743,65.354324,65.354332,3.5675676,10.5,10.5,1.271884,1
3,44.015713,61.811012,64.173225,6.4210525,10.5,9.5,1.8595821,0
4,47.007847,68.503929,70.078743,8.3999996,10.5,10.5,2.1282318,0
4,45.984222,,62.598427,5.7128887,9.5,8.5,1.7427248,1
5,50.984219,66.535416,68.503937,5.185185,10.5,10.5,1.6458055,0
5,,,72.047241,5.6410255,9.5,9.5,1.7300659,0
,47.992119,68.897636,70.472443,12.972973,10.5,12.5,2.5628681,0
1,47.992119,,62.992126,9.7368422,,,2.2759168,1
2,49.999981,64.173195,64.960632,7.5,9.5,9.5,2.0149031,1
,42.992088,,61.023621,5.9428573,,,1.7821901,1
5,50.984219,,66.141731,4.4021053,9.5,9.5,1.482083,1
4,47.007847,66.535416,68.503937,9.3023252,10.5,9.5,2.2302644,0
8,47.007847,,64.960632,9.3571424,,,2.23614,1
6,,,62.992126,4.4736843,10.5,10.5,1.4982123,1
3,49.015743,,70.866142,5.3684211,,,1.6805339,0
4,,64.566902,64.566933,10.457143,19,19,2.3472853,1
3,,65.747993,67.716537,8.2051287,9.5,11.5,2.1047595,0
6,,66.141708,70.866142,8.75,9.5,9.5,2.1690538,0
4,49.999981,69.291313,71.653542,10.666667,17,19,2.3671236,0
3,44.999985,,60.236221,7.184,,,1.9718564,1
2,44.015713,59.842499,61.417324,5.3933334,10.5,9.5,1.6851636,1
6,49.015743,,72.834648,11,,,2.3978953,0
2,45.984222,60.629921,70.078743,4.7142859,12.5,9.5,1.5505974,0
10,49.015743,64.960617,73.228348,11.627907,10.5,15,2.453408,0
3,45.984222,61.417301,62.204723,5.4054055,9.5,9.5,1.6873995,1
4,44.999985,60.629921,64.960632,9.189189,10.5,12.5,2.2180276,0
2,49.015743,63.779522,64.173225,10.740001,9.5,15,2.373975,1
3,47.992119,65.747993,66.929131,7.1999998,9.5,9.5,1.974081,0
5,44.999985,,60.236221,8.8888893,9.5,9.5,2.1848021,1
3,44.999985,59.842499,62.204723,10.400001,10.5,10.5,2.3418059,1
3,49.015743,68.897636,69.291336,3.9000001,,,1.3609766,0
3,49.999981,70.078728,72.834648,13.818182,10.5,9.5,2.6259851,0
,44.999985,,65.748032,4.625,9.5,9.5,1.5314764,0
5,44.015713,59.055119,64.960632,3.5999999,10.5,10.5,1.2809339,0
4,44.999985,61.023594,64.173225,5,10.5,10.5,1.6094379,0
3,47.992119,,62.204723,12.4,,,2.5176964,1
6,,66.141708,69.685036,3.5294118,9.5,9.5,1.2611312,0
5,47.007847,66.929123,69.685036,12,9.5,9.5,2.4849067,0
3,49.999981,68.503929,70.866142,7.6923075,9.5,9.5,2.0402207,0
3,47.007847,61.811012,62.598427,7.1025643,9.5,9.5,1.9604559,1
5,47.007847,64.566902,64.960632,3.5,10.5,9.5,1.2527629,1
3,49.015743,,71.653542,12.820513,9.5,13.5,2.5510464,0
4,45.984222,63.779522,69.685036,4.7826085,10.5,9.5,1.5649861,0
2,49.999981,,69.291336,6.0416665,,,1.7986798,0
,49.999981,,67.322838,5.6666665,,,1.734601,1
,47.992119,,64.960632,4.3263154,9.5,9.5,1.4647162,1
,45.984222,,67.322838,8.1025639,,,2.0921805,0
6,,66.141708,74.015747,5.9523811,10.5,10.5,1.7837913,0
,45.984222,66.141708,68.110237,6,9.5,9.5,1.7917595,0
3,50.984219,,68.503937,8,,,2.0794415,1
4,47.992119,62.598392,62.992126,9.2105265,9.5,9.5,2.2203469,1
,47.007847,,62.204723,4.6962161,9.5,9.5,1.5467571,1
3,49.015743,68.503929,70.472443,4.4642859,9.5,9.5,1.4961092,0
3,54.999973,70.078728,72.834648,6.5,9.5,9.5,1.8718022,1
5,49.999981,66.535416,68.110237,10.666667,9.5,9.5,2.3671236,0
,47.992119,,70.078743,6,9.5,9.5,1.7917595,0
4,49.999981,72.047241,74.015747,5.0980392,13.5,17,1.6288559,0
4,47.992119,65.354324,68.897636,10.511364,11.5,11.5,2.352457,0
3,49.999981,,68.897636,8.125,,,2.0949457,0
6,47.992119,,68.110237,3.3823528,9.5,9.5,1.2185715,0
4,45.984222,,66.535431,5.8139534,10.5,10.5,1.7602608,0
4,47.007847,,70.078743,4.25,,,1.446919,0
3,44.999985,64.173195,64.960632,6.1333332,9.5,9.5,1.8137383,0
5,44.999985,,64.173225,3.4000001,9.5,9.5,1.2237755,0
3,,69.68502,71.259842,4.75,9.5,9.5,1.5581446,0
5,45.984222,66.929123,70.078743,5.4242425,10.5,10.5,1.6908783,0
,55.984249,,68.897636,8,,,2.0794415,1
2,47.007847,,64.173225,8.8888893,,,2.1848021,1
3,50.984219,68.110222,76.771652,6.5789475,9.5,9.5,1.8838748,0
,,66.929123,68.503937,9.7435894,10.5,10.5,2.2766097,0
6,47.007847,64.960617,67.716537,6.2222223,9.5,9.5,1.8281271,0
1,,64.173195,64.960632,6.9473686,9.5,9.5,1.938363,1
2,47.992119,66.929123,67.716537,5.3333335,10.5,9.5,1.6739764,0
6,47.992119,61.811012,64.960632,9.7297297,10.5,10.5,2.2751861,1
5,45.984222,,68.110237,8.5,,,2.1400661,0
,47.992119,,61.811024,9.9410524,,,2.2966728,1
4,47.992119,64.173195,68.897636,7.0243902,12.5,13.5,1.9493884,1
5,47.007847,62.20472,62.992126,6.5500002,13.5,12.5,1.8794651,1
4,49.999981,,72.047241,10.869565,,,2.3859668,0
5,47.992119,68.897636,69.685036,3.5384614,10.5,10.5,1.263692,0
3,52.007839,72.047241,73.622047,7.0799999,9.5,8.5,1.9572738,0
4,49.015743,66.141708,66.929131,5.4285712,10.5,10.5,1.691676,1
4,49.015743,72.047241,74.015747,4.2249999,,,1.4410193,0
3,49.015743,66.929123,69.685036,8.4736843,,,2.1369655,0
3,40.98423,54.724384,55.90551,6.0945945,9.5,9.5,1.8074023,1
3,47.992119,59.842499,59.842518,5.189189,10.5,9.5,1.6465774,1
3,47.992119,64.960617,66.535431,6.2857141,10.5,9.5,1.8382795,0
3,47.992119,70.472443,71.653542,81.25,9.5,9.5,4.397531,0
3,49.999981,64.960617,65.354332,5.3502855,10.5,10.5,1.6771499,1
4,49.015743,68.503929,71.259842,164.57143,11.5,12.5,5.1033449,0
5,44.999985,61.811012,68.110237,8.2051287,9.5,9.5,2.1047595,0
5,47.007847,66.535416,68.503937,6.5,10.5,9.5,1.8718022,0
,47.007847,,69.291336,10,,,2.3025851,0
4,49.015743,,70.472443,8.7142859,,,2.1649637,0
11,47.007847,62.598392,62.992126,4.1025643,9.5,9.5,1.4116123,1
5,45.984222,66.929123,67.716537,8.8392859,9.5,9.5,2.1792061,0
3,47.007847,65.354324,67.716537,5.2631578,11.5,9.5,1.6607312,0
6,47.992119,67.716507,70.866142,5.3846154,12.5,11.5,1.6835459,0
,47.992119,66.141708,70.472443,6.5555553,10.5,9.5,1.8803128,0
4,47.007847,59.842499,59.842518,5.8378377,10.5,12.5,1.7643604,1
3,50.984219,64.173195,64.960632,2.9527273,10.5,10.5,1.0827292,1
4,47.992119,63.385815,67.322838,11.707317,11.5,13.5,2.4602141,0
5,49.999981,68.110222,69.685036,8.8571424,10.5,10.5,2.1812241,0
5,49.015743,62.992104,64.173225,9.6000004,9.5,,2.2617631,1
6,44.999985,61.417301,62.598427,6.1428571,10.5,10.5,1.81529,1
5,47.992119,68.897636,70.078743,11.333333,9.5,11.5,2.4277482,0
3,49.015743,63.779522,65.354332,8.3314285,9.5,9.5,2.1200349,1
3,47.992119,68.503929,69.685036,7.75,9.5,9.5,2.0476928,0
3,49.999981,,68.897636,10.421715,,,2.3438916,1
3,49.999981,,68.503937,11.145,,,2.410991,1
3,49.999981,71.259819,72.440948,12.631579,10.5,9.5,2.5362,0
3,49.999981,65.747993,66.141731,6.48,10.5,9.5,1.8687205,0
2,45.984222,61.811012,62.992126,11.2,9.5,9.5,2.4159138,1
8,49.999981,65.747993,66.535431,5.151515,11.5,9.5,1.6392908,1
,50.984219,,72.440948,5.75,,,1.7491999,0
3,47.992119,67.3228,69.685036,17.872341,9.5,9.5,2.8832543,0
2,50.984219,,70.866142,4.5384617,,,1.5125881,0
3,45.984222,,61.417324,4.5714288,,,1.5198258,1
5,,70.866112,74.015747,5.2234287,15,9.5,1.653154,0
,47.007847,66.929123,68.110237,6.375,9.5,9.5,1.8523841,0
8,52.007839,,70.866142,9.9499998,9.5,9.5,2.2975726,1
5,49.015743,,64.960632,8.2588234,9.5,9.5,2.1112821,1
5,49.015743,65.747993,68.110237,9,9.5,9.5,2.1972246,0
1,45.984222,,68.110237,6.025641,,,1.7960238,0
